orig_airport,dest_airport,orig_city,dest_city,total_passengers
ROW,LAS,"Roswell, NM","Las Vegas, NV",136
CYS,LAS,"Cheyenne, WY","Las Vegas, NV",144
BFI,LSV,"Seattle, WA","Las Vegas, NV",35
CMH,LAS,"Columbus, OH","Las Vegas, NV",155304
HNL,LAS,"Honolulu, HI","Las Vegas, NV",246861
BDL,LAS,"Hartford, CT","Las Vegas, NV",42721
MSO,LAS,"Missoula, MT","Las Vegas, NV",25360
GPT,LAS,"Gulfport, MS","Las Vegas, NV",180
DAL,LAS,"Dallas, TX","Las Vegas, NV",566
BOS,LAS,"Boston, MA","Las Vegas, NV",163074
DFW,LAS,"Dallas, TX","Las Vegas, NV",666384
EUG,LAS,"Eugene, OR","Las Vegas, NV",22949
DAY,LAS,"Dayton, OH","Las Vegas, NV",4619
FAT,LAS,"Fresno, CA","Las Vegas, NV",96233
CPR,LAS,"Casper, WY","Las Vegas, NV",3207
LRD,LAS,"Laredo, TX","Las Vegas, NV",15304
FTW,LAS,"Dallas, TX","Las Vegas, NV",76
MCE,LAS,"Merced, CA","Las Vegas, NV",1252
DLH,LAS,"Duluth, MN","Las Vegas, NV",14510
EWR,LAS,"Newark, NJ","Las Vegas, NV",377867
TUS,LAS,"Tucson, AZ","Las Vegas, NV",204531
PIA,LAS,"Peoria, IL","Las Vegas, NV",35734
SLN,LAS,"Salina, KS","Las Vegas, NV",5
TPA,LAS,"Tampa, FL","Las Vegas, NV",142122
TUL,LAS,"Tulsa, OK","Las Vegas, NV",56922
CAK,LAS,"Akron, OH","Las Vegas, NV",4438
OMA,LAS,"Omaha, NE","Las Vegas, NV",114799
MIA,LAS,"Miami, FL","Las Vegas, NV",122416
FNT,LAS,"Flint, MI","Las Vegas, NV",9910
AUS,LAS,"Austin, TX","Las Vegas, NV",137028
RDM,LAS,"Bend, OR","Las Vegas, NV",12989
ALB,LAS,"Albany, NY","Las Vegas, NV",41711
ACT,LAS,"Waco, TX","Las Vegas, NV",109
LGU,LAS,"Logan, UT","Las Vegas, NV",120
YUM,LAS,"Yuma, AZ","Las Vegas, NV",1548
RNO,LAS,"Reno, NV","Las Vegas, NV",456213
FAR,LAS,"Fargo, ND","Las Vegas, NV",19978
MIB,LSV,"Minot, ND","Las Vegas, NV",82
GYY,LAS,"Gary, IN","Las Vegas, NV",99
EKO,LAS,"Elko, NV","Las Vegas, NV",235
MSP,LEX,"Minneapolis, MN","Lexington, KY",68
MSY,LEX,"New Orleans, LA","Lexington, KY",50
SAT,LEX,"San Antonio, TX","Lexington, KY",21
LAX,LEX,"Los Angeles, CA","Lexington, KY",106
XNA,LEX,"Fayetteville, AR","Lexington, KY",146
FYV,LEX,"Fayetteville, AR","Lexington, KY",90
GRR,LEX,"Grand Rapids, MI","Lexington, KY",41
DCA,LEX,"Washington, DC","Lexington, KY",6072
IAD,LEX,"Washington, DC","Lexington, KY",35
MCI,LEX,"Kansas City, MO","Lexington, KY",68
TCL,LEX,"Tuscaloosa, AL","Lexington, KY",201
BTR,LEX,"Baton Rouge, LA","Lexington, KY",172
GNV,LEX,"Gainesville, FL","Lexington, KY",264
MEM,LEX,"Memphis, TN","Lexington, KY",23971
IAH,LEX,"Houston, TX","Lexington, KY",22600
MCO,LEX,"Orlando, FL","Lexington, KY",3970
SFB,LEX,"Orlando, FL","Lexington, KY",2177
CAE,LEX,"Columbia, SC","Lexington, KY",296
GTR,LEX,"Columbus, MS","Lexington, KY",251
AZA,LEX,"Phoenix, AZ","Lexington, KY",32
RDU,LEX,"Raleigh, NC","Lexington, KY",48
LGA,LEX,"New York, NY","Lexington, KY",8129
SYR,LEX,"Syracuse, NY","Lexington, KY",43
RIC,LEX,"Richmond, VA","Lexington, KY",165
CLT,LEX,"Charlotte, NC","Lexington, KY",73153
BWI,LEX,"Baltimore, MD","Lexington, KY",25
CLE,LEX,"Cleveland, OH","Lexington, KY",6415
AVL,LEX,"Asheville, NC","Lexington, KY",31
CAK,LEX,"Akron, OH","Lexington, KY",1
AHN,LEX,"Athens, GA","Lexington, KY",115
TUL,LEX,"Tulsa, OK","Lexington, KY",97
MIA,LEX,"Miami, FL","Lexington, KY",65
AUS,LEX,"Austin, TX","Lexington, KY",239
FNT,LEX,"Flint, MI","Lexington, KY",46
EWR,LEX,"Newark, NJ","Lexington, KY",10666
DFW,LEX,"Dallas, TX","Lexington, KY",27021
JAX,LEX,"Jacksonville, FL","Lexington, KY",23
PHL,LEX,"Philadelphia, PA","Lexington, KY",26
IND,LEX,"Indianapolis, IN","Lexington, KY",15
CVG,LEX,"Cincinnati, OH","Lexington, KY",73900
MDT,LEX,"Harrisburg, PA","Lexington, KY",45
CHS,LEX,"Charleston, SC","Lexington, KY",25
GSP,LEX,"Greenville, SC","Lexington, KY",44
STL,LEX,"St. Louis, MO","Lexington, KY",48
BNA,LEX,"Nashville, TN","Lexington, KY",34
MKE,LEX,"Milwaukee, WI","Lexington, KY",39
DTW,LEX,"Detroit, MI","Lexington, KY",50460
ORD,LEX,"Chicago, IL","Lexington, KY",60657
ATL,LEX,"Atlanta, GA","Lexington, KY",118658
CLT,LYH,"Charlotte, NC","Lynchburg, VA",32675
ABE,LYH,"Allentown, PA","Lynchburg, VA",120
LGA,LYH,"New York, NY","Lynchburg, VA",43
ATL,LYH,"Atlanta, GA","Lynchburg, VA",20854
PGV,LYH,"Greenville, NC","Lynchburg, VA",25
PHL,LYH,"Philadelphia, PA","Lynchburg, VA",12
CHO,LYH,"Charlottesville, VA","Lynchburg, VA",24
DSM,MHK,"Des Moines, IA","Manhattan, KS",188
GBD,MHK,"Great Bend, KS","Manhattan, KS",385
DDC,MHK,"Dodge City, KS","Manhattan, KS",2
LUK,MHK,"Cincinnati, OH","Manhattan, KS",47
MCI,MHK,"Kansas City, MO","Manhattan, KS",9142
CLE,MHK,"Cleveland, OH","Manhattan, KS",45
RFD,MHK,"Rockford, IL","Manhattan, KS",143
LFT,MHK,"Lafayette, LA","Manhattan, KS",266
DAL,MHK,"Dallas, TX","Manhattan, KS",131
SLN,MHK,"Salina, KS","Manhattan, KS",1537
AMW,MHK,"Ames, IA","Manhattan, KS",22
HYS,MHK,"Hays, KS","Manhattan, KS",5
ACT,MHK,"Waco, TX","Manhattan, KS",64
AUS,MHK,"Austin, TX","Manhattan, KS",67
LBB,MHK,"Lubbock, TX","Manhattan, KS",192
EAR,MHK,"Kearney, NE","Manhattan, KS",5
IAH,MHK,"Houston, TX","Manhattan, KS",49
COU,MHK,"Columbia, MO","Manhattan, KS",142
CLL,MHK,"College Station, TX","Manhattan, KS",235
OKC,MHK,"Oklahoma City, OK","Manhattan, KS",225
BZN,MHK,"Bozeman, MT","Manhattan, KS",124
ATL,MHK,"Atlanta, GA","Manhattan, KS",109
CLT,MFD,"Charlotte, NC","Mansfield, OH",99
EVV,MFD,"Evansville, IN","Mansfield, OH",58
MSP,MQT,"Minneapolis, MN","Marquette, MI",9052
GRB,MQT,"Green Bay, WI","Marquette, MI",1833
ORD,MQT,"Chicago, IL","Marquette, MI",9465
DTW,MQT,"Detroit, MI","Marquette, MI",30976
LAN,MQT,"Lansing, MI","Marquette, MI",39
ESC,MQT,"Escanaba, MI","Marquette, MI",29
MKE,MQT,"Milwaukee, WI","Marquette, MI",3825
TVC,MQT,"Traverse City, MI","Marquette, MI",7
CHO,MKE,"Charlottesville, VA","Milwaukee, WI",50
FLL,MKE,"Fort Lauderdale, FL","Milwaukee, WI",32865
SLC,MKE,"Salt Lake City, UT","Milwaukee, WI",1456
COS,MKE,"Colorado Springs, CO","Milwaukee, WI",18
PHL,MKE,"Philadelphia, PA","Milwaukee, WI",95584
IMT,MKE,"Iron Mountain, MI","Milwaukee, WI",1840
IND,MKE,"Indianapolis, IN","Milwaukee, WI",22493
SFO,MKE,"San Francisco, CA","Milwaukee, WI",25875
OKC,MKE,"Oklahoma City, OK","Milwaukee, WI",217
ACY,MKE,"Atlantic City, NJ","Milwaukee, WI",279
TVC,MKE,"Traverse City, MI","Milwaukee, WI",46
STL,MKE,"St. Louis, MO","Milwaukee, WI",50023
CVG,MKE,"Cincinnati, OH","Milwaukee, WI",61225
DSM,MKE,"Des Moines, IA","Milwaukee, WI",25805
SUS,MKE,"St. Louis, MO","Milwaukee, WI",53
BDR,MKE,"Bridgeport, CT","Milwaukee, WI",2
EVV,MKE,"Evansville, IN","Milwaukee, WI",21
EAU,MKE,"Eau Claire, WI","Milwaukee, WI",46
CRW,MKE,"Charleston, WV","Milwaukee, WI",50
BHM,MKE,"Birmingham, AL","Milwaukee, WI",39
BTV,MKE,"Burlington, VT","Milwaukee, WI",181
CKB,MKE,"Clarksburg, WV","Milwaukee, WI",80
MDT,MKE,"Harrisburg, PA","Milwaukee, WI",47
GSP,MKE,"Greenville, SC","Milwaukee, WI",22
LAS,MKE,"Las Vegas, NV","Milwaukee, WI",185886
MQT,MKE,"Marquette, MI","Milwaukee, WI",4219
BNA,MKE,"Nashville, TN","Milwaukee, WI",28034
SAN,MKE,"San Diego, CA","Milwaukee, WI",12780
MKE,MKE,"Milwaukee, WI","Milwaukee, WI",379
RST,MKE,"Rochester, MN","Milwaukee, WI",53
SNA,MKE,"Santa Ana, CA","Milwaukee, WI",188
LEX,MKE,"Lexington, KY","Milwaukee, WI",42
RIV,MKE,"Riverside, CA","Milwaukee, WI",90
PIT,MKE,"Pittsburgh, PA","Milwaukee, WI",33576
RCA,MKE,"Rapid City, SD","Milwaukee, WI",100
RAP,MKE,"Rapid City, SD","Milwaukee, WI",120
PVD,MKE,"Providence, RI","Milwaukee, WI",40
ESC,MKE,"Escanaba, MI","Milwaukee, WI",1973
CMH,MKE,"Columbus, OH","Milwaukee, WI",39609
MKG,MKE,"Muskegon, MI","Milwaukee, WI",9929
BDL,MKE,"Hartford, CT","Milwaukee, WI",19242
MSO,MKE,"Missoula, MT","Milwaukee, WI",25
MEM,MKE,"Memphis, TN","Milwaukee, WI",91450
MSN,MKE,"Madison, WI","Milwaukee, WI",43113
MCO,MKE,"Orlando, FL","Milwaukee, WI",171316
IAH,MKE,"Houston, TX","Milwaukee, WI",68273
HOU,MKE,"Houston, TX","Milwaukee, WI",90
OAK,MKE,"Oakland, CA","Milwaukee, WI",113
LNK,MKE,"Lincoln, NE","Milwaukee, WI",30
LAN,MKE,"Lansing, MI","Milwaukee, WI",75
JAN,MKE,"Jackson, MS","Milwaukee, WI",50
SFB,MKE,"Orlando, FL","Milwaukee, WI",133
PHX,MKE,"Phoenix, AZ","Milwaukee, WI",173560
RDU,MKE,"Raleigh, NC","Milwaukee, WI",17946
ATW,MKE,"Appleton, WI","Milwaukee, WI",35050
SEA,MKE,"Seattle, WA","Milwaukee, WI",35084
MBS,MKE,"Saginaw, MI","Milwaukee, WI",30
CAE,MKE,"Columbia, SC","Milwaukee, WI",33
TTN,MKE,"Trenton, NJ","Milwaukee, WI",29
LGA,MKE,"New York, NY","Milwaukee, WI",163254
RIC,MKE,"Richmond, VA","Milwaukee, WI",90
JFK,MKE,"New York, NY","Milwaukee, WI",135
ABE,MKE,"Allentown, PA","Milwaukee, WI",42
AVP,MKE,"Scranton, PA","Milwaukee, WI",48
SYR,MKE,"Syracuse, NY","Milwaukee, WI",140
RFD,MKE,"Rockford, IL","Milwaukee, WI",176
SJC,MKE,"San Jose, CA","Milwaukee, WI",123
GRB,MKE,"Green Bay, WI","Milwaukee, WI",30553
LSE,MKE,"La Crosse, WI","Milwaukee, WI",163
AZO,MKE,"Kalamazoo, MI","Milwaukee, WI",14
BWI,MKE,"Baltimore, MD","Milwaukee, WI",82607
CLE,MKE,"Cleveland, OH","Milwaukee, WI",70799
CLT,MKE,"Charlotte, NC","Milwaukee, WI",64923
BKL,MKE,"Cleveland, OH","Milwaukee, WI",41
ANC,MKE,"Anchorage, AK","Milwaukee, WI",164
ATL,MKE,"Atlanta, GA","Milwaukee, WI",350227
BUF,MKE,"Buffalo, NY","Milwaukee, WI",37
ORD,MKE,"Chicago, IL","Milwaukee, WI",149338
DTW,MKE,"Detroit, MI","Milwaukee, WI",172077
MDW,MKE,"Chicago, IL","Milwaukee, WI",229
MCI,MKE,"Kansas City, MO","Milwaukee, WI",139198
MKC,MKE,"Kansas City, MO","Milwaukee, WI",62
DCA,MKE,"Washington, DC","Milwaukee, WI",103374
IAD,MKE,"Washington, DC","Milwaukee, WI",373
LIT,MKE,"Little Rock, AR","Milwaukee, WI",87
GFK,MKE,"Grand Forks, ND","Milwaukee, WI",74
SBN,MKE,"South Bend, IN","Milwaukee, WI",68
BMI,MKE,"Bloomington, IL","Milwaukee, WI",45
GRR,MKE,"Grand Rapids, MI","Milwaukee, WI",46193
CID,MKE,"Cedar Rapids, IA","Milwaukee, WI",111
LAX,MKE,"Los Angeles, CA","Milwaukee, WI",79582
MSP,MKE,"Minneapolis, MN","Milwaukee, WI",319679
SAT,MKE,"San Antonio, TX","Milwaukee, WI",64
MSY,MKE,"New Orleans, LA","Milwaukee, WI",37
BOS,MKE,"Boston, MA","Milwaukee, WI",123797
DFW,MKE,"Dallas, TX","Milwaukee, WI",112301
DAL,MKE,"Dallas, TX","Milwaukee, WI",41
DAY,MKE,"Dayton, OH","Milwaukee, WI",17354
CWA,MKE,"Wausau, WI","Milwaukee, WI",13721
EWR,MKE,"Newark, NJ","Milwaukee, WI",83636
TOL,MKE,"Toledo, OH","Milwaukee, WI",75
ALB,MKE,"Albany, NY","Milwaukee, WI",88
FNT,MKE,"Flint, MI","Milwaukee, WI",25784
TPA,MKE,"Tampa, FL","Milwaukee, WI",63519
OMA,MKE,"Omaha, NE","Milwaukee, WI",55643
MIA,MKE,"Miami, FL","Milwaukee, WI",72
RNO,MKE,"Reno, NV","Milwaukee, WI",241
CVG,BNA,"Cincinnati, OH","Nashville, TN",71292
BHM,BNA,"Birmingham, AL","Nashville, TN",65565
STL,BNA,"St. Louis, MO","Nashville, TN",42543
EVV,BNA,"Evansville, IN","Nashville, TN",65
AEX,BNA,"Alexandria, LA","Nashville, TN",7
SUS,BNA,"St. Louis, MO","Nashville, TN",163
GSP,BNA,"Greenville, SC","Nashville, TN",58
GSO,BNA,"Greensboro, NC","Nashville, TN",174
HSV,BNA,"Huntsville, AL","Nashville, TN",258
DSM,BNA,"Des Moines, IA","Nashville, TN",29
CHS,BNA,"Charleston, SC","Nashville, TN",47
GLH,BNA,"Greenville, MS","Nashville, TN",24
MKE,BNA,"Milwaukee, WI","Nashville, TN",28427
LAS,BNA,"Las Vegas, NV","Nashville, TN",127528
SAN,BNA,"San Diego, CA","Nashville, TN",73213
ROC,BNA,"Rochester, NY","Nashville, TN",191
SNA,BNA,"Santa Ana, CA","Nashville, TN",229
BNA,BNA,"Nashville, TN","Nashville, TN",9
PVD,BNA,"Providence, RI","Nashville, TN",37341
PIT,BNA,"Pittsburgh, PA","Nashville, TN",559
HOU,BNA,"Houston, TX","Nashville, TN",137446
IAH,BNA,"Houston, TX","Nashville, TN",106781
ATL,BNA,"Atlanta, GA","Nashville, TN",264097
BUF,BNA,"Buffalo, NY","Nashville, TN",116
DTW,BNA,"Detroit, MI","Nashville, TN",243616
ORD,BNA,"Chicago, IL","Nashville, TN",222599
MDW,BNA,"Chicago, IL","Nashville, TN",270679
LGA,BNA,"New York, NY","Nashville, TN",94069
JFK,BNA,"New York, NY","Nashville, TN",38150
RIC,BNA,"Richmond, VA","Nashville, TN",84
TYS,BNA,"Knoxville, TN","Nashville, TN",603
GRB,BNA,"Green Bay, WI","Nashville, TN",280
CLE,BNA,"Cleveland, OH","Nashville, TN",86836
CLT,BNA,"Charlotte, NC","Nashville, TN",223967
BWI,BNA,"Baltimore, MD","Nashville, TN",250161
AVL,BNA,"Asheville, NC","Nashville, TN",75
JAX,BNA,"Jacksonville, FL","Nashville, TN",128753
PHL,BNA,"Philadelphia, PA","Nashville, TN",158766
ACY,BNA,"Atlantic City, NJ","Nashville, TN",276
IND,BNA,"Indianapolis, IN","Nashville, TN",743
SFO,BNA,"San Francisco, CA","Nashville, TN",366
OKC,BNA,"Oklahoma City, OK","Nashville, TN",121
FLL,BNA,"Fort Lauderdale, FL","Nashville, TN",75597
SLC,BNA,"Salt Lake City, UT","Nashville, TN",7118
SHV,BNA,"Shreveport, LA","Nashville, TN",162
IAD,BNA,"Washington, DC","Nashville, TN",29828
LIT,BNA,"Little Rock, AR","Nashville, TN",196
DCA,BNA,"Washington, DC","Nashville, TN",74868
MCI,BNA,"Kansas City, MO","Nashville, TN",125883
ABQ,BNA,"Albuquerque, NM","Nashville, TN",157
GNV,BNA,"Gainesville, FL","Nashville, TN",254
CHA,BNA,"Chattanooga, TN","Nashville, TN",224
BMI,BNA,"Bloomington, IL","Nashville, TN",41
XNA,BNA,"Fayetteville, AR","Nashville, TN",27
FYV,BNA,"Fayetteville, AR","Nashville, TN",75
TLH,BNA,"Tallahassee, FL","Nashville, TN",48
BTL,BNA,"Battle Creek, MI","Nashville, TN",95
MSP,BNA,"Minneapolis, MN","Nashville, TN",67280
MSY,BNA,"New Orleans, LA","Nashville, TN",91607
PFN,BNA,"Panama City, FL","Nashville, TN",19
LAX,BNA,"Los Angeles, CA","Nashville, TN",159325
SAT,BNA,"San Antonio, TX","Nashville, TN",57650
SGF,BNA,"Springfield, MO","Nashville, TN",1
OMA,BNA,"Omaha, NE","Nashville, TN",160
MIA,BNA,"Miami, FL","Nashville, TN",60094
AUS,BNA,"Austin, TX","Nashville, TN",61125
RNO,BNA,"Reno, NV","Nashville, TN",266
TPA,BNA,"Tampa, FL","Nashville, TN",158606
AHN,BNA,"Athens, GA","Nashville, TN",91
FNT,BNA,"Flint, MI","Nashville, TN",177
FAR,BNA,"Fargo, ND","Nashville, TN",112
EWR,BNA,"Newark, NJ","Nashville, TN",67969
TUP,BNA,"Tupelo, MS","Nashville, TN",32
BOS,BNA,"Boston, MA","Nashville, TN",7279
DFW,BNA,"Dallas, TX","Nashville, TN",285507
DAL,BNA,"Dallas, TX","Nashville, TN",579
MLU,BNA,"Monroe, LA","Nashville, TN",121
DAY,BNA,"Dayton, OH","Nashville, TN",67
MOB,BNA,"Mobile, AL","Nashville, TN",54
RDU,BNA,"Raleigh, NC","Nashville, TN",154458
PHX,BNA,"Phoenix, AZ","Nashville, TN",106279
SEA,BNA,"Seattle, WA","Nashville, TN",41653
CAE,BNA,"Columbia, SC","Nashville, TN",417
GTR,BNA,"Columbus, MS","Nashville, TN",238
CSG,BNA,"Columbus, GA","Nashville, TN",162
AMA,BNA,"Amarillo, TX","Nashville, TN",243
SCF,BNA,"Phoenix, AZ","Nashville, TN",6
GEG,BNA,"Spokane, WA","Nashville, TN",78
MEM,BNA,"Memphis, TN","Nashville, TN",66730
MCO,BNA,"Orlando, FL","Nashville, TN",181335
OAK,BNA,"Oakland, CA","Nashville, TN",41790
MSN,BNA,"Madison, WI","Nashville, TN",162
LBB,BNA,"Lubbock, TX","Nashville, TN",156
PAH,BNA,"Paducah, KY","Nashville, TN",30
LAN,BNA,"Lansing, MI","Nashville, TN",118
JAC,BNA,"Jackson, WY","Nashville, TN",166
CMH,BNA,"Columbus, OH","Nashville, TN",63327
BDL,BNA,"Hartford, CT","Nashville, TN",36848
GGG,BNA,"Longview, TX","Nashville, TN",136
GPT,BNA,"Gulfport, MS","Nashville, TN",214
PHL,HVN,"Philadelphia, PA","New Haven, CT",34450
RDU,HVN,"Raleigh, NC","New Haven, CT",5
SEA,PDT,"Seattle, WA","Pendleton, OR",1061
PDX,PDT,"Portland, OR","Pendleton, OR",7644
SAN,PDT,"San Diego, CA","Pendleton, OR",21
ALW,PDT,"Walla Walla, WA","Pendleton, OR",162
BHM,PNS,"Birmingham, AL","Pensacola, FL",58
MGM,PNS,"Montgomery, AL","Pensacola, FL",23
SNA,PNS,"Santa Ana, CA","Pensacola, FL",310
SAN,PNS,"San Diego, CA","Pensacola, FL",183
TLH,PNS,"Tallahassee, FL","Pensacola, FL",78
DCA,PNS,"Washington, DC","Pensacola, FL",298
ABQ,PNS,"Albuquerque, NM","Pensacola, FL",169
MSY,PNS,"New Orleans, LA","Pensacola, FL",207
SAT,PNS,"San Antonio, TX","Pensacola, FL",134
CLT,PNS,"Charlotte, NC","Pensacola, FL",73946
LGA,PNS,"New York, NY","Pensacola, FL",113
ATL,PNS,"Atlanta, GA","Pensacola, FL",442340
BUF,PNS,"Buffalo, NY","Pensacola, FL",22
IAH,PNS,"Houston, TX","Pensacola, FL",71534
ORD,PNS,"Chicago, IL","Pensacola, FL",9929
TPA,PNS,"Tampa, FL","Pensacola, FL",22315
MIA,PNS,"Miami, FL","Pensacola, FL",488
AUS,PNS,"Austin, TX","Pensacola, FL",140
TUS,PNS,"Tucson, AZ","Pensacola, FL",103
DFW,PNS,"Dallas, TX","Pensacola, FL",72915
MOB,PNS,"Mobile, AL","Pensacola, FL",289
FLL,PNS,"Fort Lauderdale, FL","Pensacola, FL",10325
PBI,PNS,"West Palm Beach, FL","Pensacola, FL",6
ACY,PNS,"Atlantic City, NJ","Pensacola, FL",59
JAX,PNS,"Jacksonville, FL","Pensacola, FL",29
JAN,PNS,"Jackson, MS","Pensacola, FL",46
MCO,PNS,"Orlando, FL","Pensacola, FL",22214
MEM,PNS,"Memphis, TN","Pensacola, FL",45955
SGU,PIH,"St. George, UT","Pocatello, ID",38
GFK,PIH,"Grand Forks, ND","Pocatello, ID",106
GTF,PIH,"Great Falls, MT","Pocatello, ID",43
SMF,PIH,"Sacramento, CA","Pocatello, ID",185
SLC,PIH,"Salt Lake City, UT","Pocatello, ID",24777
ORD,PIH,"Chicago, IL","Pocatello, ID",55
CPR,PIH,"Casper, WY","Pocatello, ID",75
DFW,PIH,"Dallas, TX","Pocatello, ID",136
FCA,PIH,"Kalispell, MT","Pocatello, ID",44
FLG,PIH,"Flagstaff, AZ","Pocatello, ID",92
BIL,PIH,"Billings, MT","Pocatello, ID",133
SEA,PIH,"Seattle, WA","Pocatello, ID",136
MSO,PIH,"Missoula, MT","Pocatello, ID",48
GCC,PIH,"Gillette, WY","Pocatello, ID",25
SAN,PIH,"San Diego, CA","Pocatello, ID",136
OKC,RIV,"Oklahoma City, OK","Riverside, CA",1121
RFD,RIV,"Rockford, IL","Riverside, CA",980
EIL,RIV,"Fairbanks, AK","Riverside, CA",75
PHL,RST,"Philadelphia, PA","Rochester, MN",74
SLC,RST,"Salt Lake City, UT","Rochester, MN",96
DFW,RST,"Dallas, TX","Rochester, MN",141
TPA,RST,"Tampa, FL","Rochester, MN",78
EWR,RST,"Newark, NJ","Rochester, MN",118
SEA,RST,"Seattle, WA","Rochester, MN",402
AZA,RST,"Phoenix, AZ","Rochester, MN",267
PHX,RST,"Phoenix, AZ","Rochester, MN",296
MEM,RST,"Memphis, TN","Rochester, MN",34
IAH,RST,"Houston, TX","Rochester, MN",99
DTW,RST,"Detroit, MI","Rochester, MN",12443
ORD,RST,"Chicago, IL","Rochester, MN",65653
MDW,RST,"Chicago, IL","Rochester, MN",47
ATL,RST,"Atlanta, GA","Rochester, MN",397
DCA,RST,"Washington, DC","Rochester, MN",490
SMF,RST,"Sacramento, CA","Rochester, MN",145
MSP,RST,"Minneapolis, MN","Rochester, MN",57291
SAT,RST,"San Antonio, TX","Rochester, MN",42
GRR,RST,"Grand Rapids, MI","Rochester, MN",147
LAS,RST,"Las Vegas, NV","Rochester, MN",14350
SAN,RST,"San Diego, CA","Rochester, MN",319
BNA,RST,"Nashville, TN","Rochester, MN",43
RAP,RST,"Rapid City, SD","Rochester, MN",47
STL,RST,"St. Louis, MO","Rochester, MN",199
PDX,RST,"Portland, OR","Rochester, MN",182
LGA,RST,"New York, NY","Rochester, MN",130
SJC,RST,"San Jose, CA","Rochester, MN",1
GRB,RST,"Green Bay, WI","Rochester, MN",50
LSE,RST,"La Crosse, WI","Rochester, MN",1
ANC,RST,"Anchorage, AK","Rochester, MN",152
CLE,RST,"Cleveland, OH","Rochester, MN",120
CLT,RST,"Charlotte, NC","Rochester, MN",122
BWI,RST,"Baltimore, MD","Rochester, MN",104
MCO,ROC,"Orlando, FL","Rochester, NY",73575
MEM,ROC,"Memphis, TN","Rochester, NY",34
IAH,ROC,"Houston, TX","Rochester, NY",49
BDL,ROC,"Hartford, CT","Rochester, NY",5553
CMH,ROC,"Columbus, OH","Rochester, NY",17
ATL,ROC,"Atlanta, GA","Rochester, NY",212838
BUF,ROC,"Buffalo, NY","Rochester, NY",3134
AGS,ROC,"Augusta, GA","Rochester, NY",52
DTW,ROC,"Detroit, MI","Rochester, NY",67691
ORD,ROC,"Chicago, IL","Rochester, NY",166401
YIP,ROC,"Detroit, MI","Rochester, NY",4
TPA,ROC,"Tampa, FL","Rochester, NY",36445
ERI,ROC,"Erie, PA","Rochester, NY",3
TUL,ROC,"Tulsa, OK","Rochester, NY",49
BOS,ROC,"Boston, MA","Rochester, NY",40588
DFW,ROC,"Dallas, TX","Rochester, NY",10561
EWR,ROC,"Newark, NJ","Rochester, NY",66508
PIT,ROC,"Pittsburgh, PA","Rochester, NY",81
PVD,ROC,"Providence, RI","Rochester, NY",48
LAS,ROC,"Las Vegas, NV","Rochester, NY",7734
LEX,ROC,"Lexington, KY","Rochester, NY",39
MKE,ROC,"Milwaukee, WI","Rochester, NY",47
CVG,ROC,"Cincinnati, OH","Rochester, NY",35296
MDT,ROC,"Harrisburg, PA","Rochester, NY",63
JFK,ROC,"New York, NY","Rochester, NY",213480
AVP,ROC,"Scranton, PA","Rochester, NY",18
LGA,ROC,"New York, NY","Rochester, NY",45148
SYR,ROC,"Syracuse, NY","Rochester, NY",329
CLT,ROC,"Charlotte, NC","Rochester, NY",39309
CLE,ROC,"Cleveland, OH","Rochester, NY",35758
BWI,ROC,"Baltimore, MD","Rochester, NY",71131
IAD,ROC,"Washington, DC","Rochester, NY",60044
DCA,ROC,"Washington, DC","Rochester, NY",43670
MSP,ROC,"Minneapolis, MN","Rochester, NY",15159
FLL,ROC,"Fort Lauderdale, FL","Rochester, NY",9746
PHL,ROC,"Philadelphia, PA","Rochester, NY",77519
ACY,ROC,"Atlantic City, NJ","Rochester, NY",974
SFO,ROC,"San Francisco, CA","Rochester, NY",124
PHL,SBY,"Philadelphia, PA","Salisbury, MD",36033
HVN,SBY,"New Haven, CT","Salisbury, MD",12
CLT,SBY,"Charlotte, NC","Salisbury, MD",21841
BWI,SBY,"Baltimore, MD","Salisbury, MD",36
LGA,SBY,"New York, NY","Salisbury, MD",28
ROA,SBY,"Roanoke, VA","Salisbury, MD",12
PVD,SAN,"Providence, RI","San Diego, CA",178
PIT,SAN,"Pittsburgh, PA","San Diego, CA",251
STL,SAN,"St. Louis, MO","San Diego, CA",44566
CVG,SAN,"Cincinnati, OH","San Diego, CA",78663
BLI,SAN,"Bellingham, WA","San Diego, CA",10413
BNA,SAN,"Nashville, TN","San Diego, CA",73137
LAS,SAN,"Las Vegas, NV","San Diego, CA",540733
SAN,SAN,"San Diego, CA","San Diego, CA",148
MKE,SAN,"Milwaukee, WI","San Diego, CA",12561
RST,SAN,"Rochester, MN","San Diego, CA",160
SNA,SAN,"Santa Ana, CA","San Diego, CA",328
VGT,SEE,"Las Vegas, NV","San Diego, CA",74
VGT,SAN,"Las Vegas, NV","San Diego, CA",17
IAH,SAN,"Houston, TX","San Diego, CA",319202
HOU,SAN,"Houston, TX","San Diego, CA",43695
ATL,SAN,"Atlanta, GA","San Diego, CA",448851
BUF,SAN,"Buffalo, NY","San Diego, CA",131
DTW,SAN,"Detroit, MI","San Diego, CA",81687
MDW,SAN,"Chicago, IL","San Diego, CA",173918
ORD,SAN,"Chicago, IL","San Diego, CA",416696
ELP,SAN,"El Paso, TX","San Diego, CA",34550
POB,NKX,"Fayetteville, NC","San Diego, CA",139
IND,SAN,"Indianapolis, IN","San Diego, CA",276
